name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Pontibacillus chungwhensis	265426	S	304	18	322	0.00003
Neobacillus sp. PS3-34	3070678	S	120	17	137	0.00001
Neobacillus sp. OS1-32	3070682	S	40	6	46	0.00000
Neobacillus sp. SuZ13	3047875	S	15	3	18	0.00000
Neobacillus sp. OS1-33	3070683	S	10	2	12	0.00000
Neobacillus novalis	220687	S	31	6	37	0.00000
Neobacillus cucumis	1740721	S	11	1	12	0.00000
Halobacillus sp. SY10	3381356	S	122	11	133	0.00001
Halobacillus shinanisalinarum	2932258	S	14	1	15	0.00000
Salisediminibacterium selenitireducens	85683	S	88	4	92	0.00001
Peribacillus muralis	264697	S	13	23	36	0.00000
Metabacillus sp. cB07	2806989	S	24	11	35	0.00000
Virgibacillus sp. Bac330	2419841	S	21	3	24	0.00000
Cytobacillus firmus	1399	S	24	13	37	0.00000
Niallia oryzisoli	1737571	S	18	2	20	0.00000
Psychrobacillus sp. AK 1817	2303505	S	12	7	19	0.00000
Psychrobacillus sp. FSL K6-4046	2921550	S	11	2	13	0.00000
Alkalicoccus halolimnae	1667239	S	32	1	33	0.00000
Paraliobacillus zengyii	2213194	S	29	2	31	0.00000
Evansella sp. LMS18	2924033	S	25	1	26	0.00000
Ectobacillus sp. JY-23	2933872	S	13	1	14	0.00000
Halalkalibacterium halodurans	86665	S	12	1	13	0.00000
Allobacillus halotolerans	570278	S	10	0	10	0.00000
Amphibacillus xylanus	1449	S	10	1	11	0.00000
Caldalkalibacillus thermarum	296745	S	10	1	11	0.00000
Paenibacillus sp. FSL K6-2441	2954679	S	386	49	435	0.00004
Paenibacillus sp. FSL R7-0331	1536773	S	180	41	221	0.00002
Paenibacillus sp. FSL R5-0912	1536771	S	68	60	128	0.00001
Paenibacillus sp. JDR-2	324057	S	39	2	41	0.00000
Paenibacillus sp. IHB B 3084	867076	S	30	22	52	0.00000
Paenibacillus sp. URB8-2	2741301	S	23	2	25	0.00000
Paenibacillus sp. LX16	1740264	S	21	58	79	0.00001
Paenibacillus sp. 19GGS1-52	2758563	S	19	1	20	0.00000
Paenibacillus sp. P36	3342538	S	19	1	20	0.00000
Paenibacillus sp. H1-7	2282849	S	16	0	16	0.00000
Paenibacillus sp. R14(2021)	2859228	S	14	0	14	0.00000
Paenibacillus sp. SYP-B4298	2996034	S	14	0	14	0.00000
Paenibacillus aurantius	2918900	S	193	9	202	0.00002
Paenibacillus polymyxa	1406	S	120	184	304	0.00003
Paenibacillus dendritiformis	130049	S	44	7	51	0.00000
Paenibacillus lycopersici	2704462	S	32	1	33	0.00000
Paenibacillus chitinolyticus	79263	S	29	2	31	0.00000
Paenibacillus hexagrammi	2908839	S	28	1	29	0.00000
Paenibacillus albicereus	2726185	S	27	5	32	0.00000
Paenibacillus pedocola	3242193	S	18	2	20	0.00000
Paenibacillus tritici	1873425	S	18	1	19	0.00000
Paenibacillus mucilaginosus	61624	S	15	1	16	0.00000
Paenibacillus beijingensis	1126833	S	14	1	15	0.00000
Paenibacillus swuensis	1178515	S	13	0	13	0.00000
Paenibacillus terrae	159743	S	13	3	16	0.00000
Paenibacillus kribbensis	172713	S	12	1	13	0.00000
Paenibacillus donghaensis	414771	S	11	0	11	0.00000
Paenibacillus sabinae	365617	S	10	1	11	0.00000
Brevibacillus parabrevis	54914	S	24	166	190	0.00002
Aneurinibacillus soli	1500254	S	11	3	14	0.00000
Thermobacillus composti	377615	S	14	3	17	0.00000
Saccharibacillus brassicae	2583377	S	14	2	16	0.00000
Sporosarcina sp. Marseille-Q4943	2942204	S	64	7	71	0.00001
Sporosarcina sp. FSL K6-3508	2921557	S	15	2	17	0.00000
Sporosarcina trichiuri	3056445	S	21	1	22	0.00000
Sporosarcina thermotolerans	633404	S	17	3	20	0.00000
Sporosarcina jeotgali	3020056	S	10	1	11	0.00000
Planococcus versutus	1302659	S	39	8	47	0.00000
Planococcus shixiaomingii	3058393	S	18	1	19	0.00000
Planococcus sp. PAMC 21323	1526927	S	12	2	14	0.00000
Listeria newyorkensis	1497681	S	72	6	78	0.00001
Listeria sp. PSOL-1	1844999	S	43	3	46	0.00000
Listeria grayi	1641	S	17	3	20	0.00000
Listeria monocytogenes	1639	S	12	18	30	0.00000
Parageobacillus caldoxylosilyticus	81408	S	61	13	74	0.00001
Parageobacillus thermoglucosidasius	1426	S	11	13	24	0.00000
Anoxybacillus amylolyticus	294699	S	48	4	52	0.00000
Kroppenstedtia eburnea	714067	S	91	1	92	0.00001
Laceyella sacchari	37482	S	16	0	16	0.00000
Alicyclobacillus fastidiosus	392011	S	40	2	42	0.00000
Alicyclobacillus mengziensis	2931921	S	32	0	32	0.00000
Alicyclobacillus sp. ALC3	2796143	S	12	0	12	0.00000
Gemella sanguinis	84135	S	62	16	78	0.00001
Gemella haemolysans	1379	S	22	5	27	0.00000
Sporolactobacillus terrae	269673	S	13	0	13	0.00000
Amedibacterium intestinale	2583452	S	6541	869	7410	0.00064
Longicatena caecimuris	1796635	S	4590	810	5400	0.00046
Massilimicrobiota timonensis	1776392	S	395	1216	1611	0.00014
Allobaculum mucilyticum	2834459	S	61	0	61	0.00001
Allocoprobacillus halotolerans	2944914	S	63	5	68	0.00001
Holdemania massiliensis	1468449	S	60	3	63	0.00001
Faecalibaculum rodentium	1702221	S	53	1	54	0.00000
Solobacterium moorei	102148	S	48	10	58	0.00000
Intestinibaculum porci	2487118	S	17	1	18	0.00000
Thomasclavelia ramosa	1547	S	2883	235	3118	0.00027
Erysipelatoclostridium sp. An173	1965571	S	19	1	20	0.00000
Thomasclavelia spiroformis	29348	S	14	1	15	0.00000
Faecalibacillus intestinalis	1982626	S	157	22	179	0.00002
Catenibacterium mitsuokai	100886	S	23	11	34	0.00000
Catenibacterium sp. co_0103	2478954	S	23	13	36	0.00000
Turicibacter sp. H121	1712675	S	12	43	55	0.00000
Finegoldia magna	1260	S	105	12	117	0.00001
Peptoniphilus equinus	3016343	S	95	9	104	0.00001
Murdochiella vaginalis	1852373	S	68	9	77	0.00001
Helcococcus kunzii	40091	S	13	0	13	0.00000
Parvimonas micra	33033	S	14	2	16	0.00000
Caloranaerobacter azorensis	116090	S	13	1	14	0.00000
Caldicellulosiruptor acetigenus	301953	S	18	23	41	0.00000
Bifidobacterium pseudocatenulatum	28026	S	50158	11944	62102	0.00532
Bifidobacterium longum	216816	S	11195	7658	18853	0.00162
Bifidobacterium catenulatum	1686	S	1475	504	1979	0.00017
Bifidobacterium pseudolongum	1694	S	1164	137	1301	0.00011
Bifidobacterium breve	1685	S	211	62	273	0.00002
Bifidobacterium adolescentis	1680	S	184	227	411	0.00004
Bifidobacterium dentium	1689	S	146	4	150	0.00001
Bifidobacterium bifidum	1681	S	87	115	202	0.00002
Bifidobacterium pullorum	78448	S	32	2	34	0.00000
Bifidobacterium subtile	77635	S	24	0	24	0.00000
Bifidobacterium angulatum	1683	S	19	1	20	0.00000
Gardnerella vaginalis	2702	S	25	2	27	0.00000
Scardovia inopinata	78259	S	13	0	13	0.00000
Curtobacterium sp. Csp2	2495430	S	2333	280	2613	0.00022
Rothia mucilaginosa	43675	S	432	12	444	0.00004
Rothia dentocariosa	2047	S	186	8	194	0.00002
Rothia aeria	172042	S	47	2	49	0.00000
Rothia terrae	396015	S	10	0	10	0.00000
Arthrobacter sp. UC242_113	3374550	S	12	4	16	0.00000
Arthrobacter alpinus	656366	S	11	2	13	0.00000
Pseudarthrobacter oxydans	1671	S	32	5	37	0.00000
Serinicoccus marinus	247333	S	16	0	16	0.00000
Demequina capsici	3075620	S	12	0	12	0.00000
Streptomyces sp. ICC1	2099583	S	691	1341	2032	0.00017
Streptomyces sp. BB1-1-1	3074430	S	17	1	18	0.00000
Streptomyces sp. GQFP	2907545	S	13	0	13	0.00000
Streptomyces sp. ICC4	2099584	S	13	27	40	0.00000
Streptomyces sp. AHU1	3377215	S	12	0	12	0.00000
Streptomyces sp. XC 2026	2782004	S	12	1	13	0.00000
Streptomyces vinaceusdrappus	67376	S	248	162	410	0.00004
Streptomyces sudanensis	436397	S	92	6	98	0.00001
Streptomyces globisporus	1908	S	48	11	59	0.00001
Schaalia odontolytica	1660	S	594	104	698	0.00006
Schaalia sp. HMT-172	3059028	S	134	46	180	0.00002
Schaalia meyeri	52773	S	18	2	20	0.00000
Actinomyces sp. oral taxon 414	712122	S	65	6	71	0.00001
Actinomyces sp. oral taxon 171	706438	S	48	22	70	0.00001
Actinomyces sp. oral taxon 169	712116	S	37	48	85	0.00001
Actinomyces naeslundii	1655	S	107	28	135	0.00001
Actinomyces pacaensis	1852377	S	65	2	67	0.00001
Actinomyces massiliensis	461393	S	59	5	64	0.00001
Actinomyces oris	544580	S	55	75	130	0.00001
Actinomyces israelii	1659	S	33	3	36	0.00000
Pauljensenia hongkongensis	178339	S	69	5	74	0.00001
Arcanobacterium hippocoleae	149017	S	10	1	11	0.00000
Actinotignum timonense	1870995	S	16	3	19	0.00000
Mycobacterium sp. SMC-8	2857060	S	60	7	67	0.00001
Mycobacterium sp. JS623	212767	S	11	0	11	0.00000
Mycobacterium kubicae	120959	S	39	4	43	0.00000
Mycobacterium saskatchewanense	220927	S	18	1	19	0.00000
Mycolicibacterium austroafricanum	39687	S	117	41	158	0.00001
Mycolicibacterium vaccae	1810	S	26	3	29	0.00000
Mycolicibacterium nivoides	2487344	S	13	2	15	0.00000
Corynebacterium durum	61592	S	61	2	63	0.00001
Corynebacterium qintianiae	2709392	S	42	15	57	0.00000
Corynebacterium pseudodiphtheriticum	37637	S	38	22	60	0.00001
Corynebacterium lujinxingii	2763010	S	15	5	20	0.00000
Corynebacterium renale	1724	S	11	0	11	0.00000
Arachnia rubra	1547448	S	76	3	79	0.00001
Arachnia propionica	1750	S	58	2	60	0.00001
Cutibacterium modestum	2559073	S	14	4	18	0.00000
Nocardioides ochotonae	2685869	S	53	7	60	0.00001
Amycolatopsis sp. NBC_01480	2903562	S	40	6	46	0.00000
Amycolatopsis sp. cg9	3238801	S	18	3	21	0.00000
Amycolatopsis sp. NBC_00438	2903558	S	12	6	18	0.00000
Micromonospora sp. WMMD712	3016096	S	44	16	60	0.00001
Micromonospora sp. NBRC 110009	3061627	S	15	3	18	0.00000
Micromonospora viridifaciens	1881	S	26	1	27	0.00000
Candidatus Nanopelagicus limnes	1884634	S	108	0	108	0.00001
Actinomadura sp. WMMA1423	2591108	S	18	3	21	0.00000
Nonomuraea glycinis	2047744	S	16	1	17	0.00000
Thermobifida fusca	2021	S	32	0	32	0.00000
Eggerthella lenta	84112	S	28915	2475	31390	0.00269
Eggerthella guodeyinii	2690837	S	199	16	215	0.00002
Gordonibacter urolithinfaciens	1335613	S	1569	284	1853	0.00016
Gordonibacter pamelaeae	471189	S	280	55	335	0.00003
Adlercreutzia hattorii	2707299	S	36	87	123	0.00001
Adlercreutzia equolifaciens	446660	S	21	26	47	0.00000
Cryptobacterium curtum	84163	S	35	0	35	0.00000
Arabiibacter massiliensis	1870985	S	10	0	10	0.00000
Collinsella aerofaciens	74426	S	443	102	545	0.00005
Collinsella sp. i05-0019-G5	3132705	S	40	32	72	0.00001
Collinsella stercoris	147206	S	22	0	22	0.00000
Olsenella uli	133926	S	37	2	39	0.00000
Olsenella sp. oral taxon 807	712411	S	31	0	31	0.00000
Parafannyhessea umbonata	604330	S	41	2	43	0.00000
Parolsenella massiliensis	1871022	S	20	1	21	0.00000
Parolsenella catena	2003188	S	15	0	15	0.00000
Lancefieldella parvula	1382	S	10	0	10	0.00000
Fannyhessea vaginae	82135	S	11	0	11	0.00000
Baekduia soli	496014	S	11	0	11	0.00000
Trichothermofontia sichuanensis	3045816	S	52	0	52	0.00000
Trichocoleus desertorum	1481672	S	49	0	49	0.00000
Leptodesmis sichuanensis	2906798	S	26	0	26	0.00000
Prochlorococcus marinus	1219	S	55	3	58	0.00000
Synechococcus sp. BIOS-U3-1	1400865	S	11	5	16	0.00000
Synechococcus sp. NB0720_010	2907159	S	11	10	21	0.00000
Anabaenopsis elenkinii	156213	S	62	3	65	0.00001
Candidatus Atelocyanobacterium thalassa	713887	S	20	0	20	0.00000
Geminocystis sp. NIES-3708	1615909	S	13	0	13	0.00000
Planktothrix agardhii	1160	S	42	2	44	0.00000
Anthocerotibacter panamensis	2857077	S	10	0	10	0.00000
Parathermosynechococcus lividus	33070	S	13	0	13	0.00000
Allocoleopsis franciscana	2886352	S	14	0	14	0.00000
Candidatus Phytoplasma solani	69896	S	150	12	162	0.00001
Vulcanimicrobium alpinum	3016050	S	128	4	132	0.00001
Candidatus Lucifugimonas marina	3038979	S	90	0	90	0.00001
Fusobacterium varium	856	S	4489	5232	9721	0.00083
Fusobacterium ulcerans	861	S	2930	3953	6883	0.00059
Fusobacterium mortiferum	850	S	82	5	87	0.00001
Fusobacterium hominis	2764326	S	61	12	73	0.00001
Fusobacterium nucleatum	851	S	25	31	56	0.00000
Fusobacterium canifelinum	285729	S	11	11	22	0.00000
Ilyobacter polytropus	167642	S	27	3	30	0.00000
uncultured Ilyobacter sp.	544433	S	10	0	10	0.00000
Leptotrichia sp. oral taxon 218	712361	S	19	11	30	0.00000
Leptotrichia buccalis	40542	S	37	5	42	0.00000
Haliovirga abyssi	2996794	S	13	0	13	0.00000
Deinococcus sp. AJ005	2652443	S	68	5	73	0.00001
Deinococcus gobiensis	502394	S	23	2	25	0.00000
Cloacibacillus evryensis	508460	S	31	0	31	0.00000
Cloacibacillus porcorum	1197717	S	23	0	23	0.00000
Pyramidobacter piscolens	638849	S	27	6	33	0.00000
Defluviitoga tunisiensis	1006576	S	14	1	15	0.00000
Candidatus Nanosynbacter sp. HMT-352	2899133	S	18	10	28	0.00000
Bradymonas sediminis	1548548	S	29	0	29	0.00000
Homo sapiens	9606	S	21239	325	21564	0.00185
Sulfolobus acidocaldarius	2285	S	810	5	815	0.00007
Thermoproteus uzoniensis	184117	S	29	0	29	0.00000
uncultured Methanolobus sp.	218300	S	115	4	119	0.00001
Methanolobus sp. WCC4	3125784	S	25	0	25	0.00000
uncultured Methanomethylovorans sp.	183759	S	43	0	43	0.00000
Methanomethylovorans hollandica	101192	S	10	0	10	0.00000
Methanohalophilus portucalensis	39664	S	42	0	42	0.00000
Methanococcoides methylutens	2226	S	42	0	42	0.00000
Methanosarcina sp. MTP4	1434100	S	15	1	16	0.00000
Methanoculleus receptaculi	394967	S	38	1	39	0.00000
Methanolacinia petrolearia	54120	S	16	0	16	0.00000
Haloglomus litoreum	3034026	S	37	0	37	0.00000
Haloglomus salinum	2962673	S	12	0	12	0.00000
Halapricum desulfuricans	2841257	S	11	0	11	0.00000
Salinirubellus salinus	1364945	S	11	0	11	0.00000
Halopiger xanaduensis	387343	S	19	0	19	0.00000
Halospeciosus flavus	3032283	S	20	1	21	0.00000
Methanobrevibacter sp. YE315	1609968	S	27	0	27	0.00000
Methanobrevibacter smithii	2173	S	14	3	17	0.00000
Methanosphaera sp. BMS	1789762	S	12	0	12	0.00000
Brigitvirus brigit	2734096	S	845	91	936	0.00008
Afonbuvirus intestinihominis	2955234	S	165	2	167	0.00001
Buchavirus hiberniae	2955551	S	18	0	18	0.00000
Buchavirus oralis	2955554	S	14	1	15	0.00000
Carjivirus communis	2955582	S	17	4	21	0.00000
Jahgtovirus intestinihominis	2955997	S	20	0	20	0.00000
Streptococcus phage Dp-1	59241	S	17	0	17	0.00000
Yangshan Harbor Nitrososphaeria virus	2969597	S	15	0	15	0.00000
Clostridium phage phiSM101	396359	S	13	1310	1323	0.00011
Taranisvirus taranis	2734146	S	22	842	864	0.00007
Innesvirus RL2RES	3060052	S	11	0	11	0.00000
