name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Akkermansia sp. BCRC 18949	3037987	S	45	204	249	0.00001
Akkermansia sp. N21116	3040764	S	21	0	21	0.00000
Akkermansia sp. AE01SA01	3115151	S	14	56	70	0.00000
Akkermansia massiliensis	2927224	S	110	428	538	0.00002
Akkermansia glycaniphila	1679444	S	10	0	10	0.00000
Luteolibacter sp. LG18	2819286	S	34	0	34	0.00000
Luteolibacter luteus	2728835	S	37	0	37	0.00000
Verrucomicrobium sp. GAS474	1882831	S	19	0	19	0.00000
Roseimicrobium sp. ORNL1	2711231	S	18	0	18	0.00000
Haloferula helveola	490095	S	11	0	11	0.00000
Opitutus terrae	107709	S	63	1	64	0.00000
Opitutus sp. GAS368	1882749	S	53	2	55	0.00000
Termitidicoccus mucosus	1184151	S	89	1	90	0.00000
Actomonas aquatica	2866162	S	11	0	11	0.00000
Methylacidimicrobium sp. B4	2796139	S	10	0	10	0.00000
Aureliella helgolandensis	2527968	S	41	0	41	0.00000
Stieleria varia	2528005	S	29	0	29	0.00000
Pirellula sp. SH-Sr6A	1632865	S	22	0	22	0.00000
Bremerella sp. TYQ1	3119568	S	15	0	15	0.00000
Rhodopirellula sp. P2	2127060	S	16	0	16	0.00000
Botrimarina mediterranea	2528022	S	56	1	57	0.00000
Lacipirellula parvula	2650471	S	15	0	15	0.00000
Gimesia chilikensis	2605989	S	52	23	75	0.00000
Gimesia fumaroli	2527976	S	19	2	21	0.00000
Planctomyces sp. SH-PL14	1632864	S	19	0	19	0.00000
Planctomyces sp. SH-PL62	1636152	S	16	3	19	0.00000
Calycomorphotria hydatis	2528027	S	14	0	14	0.00000
Caulifigura coniformis	2527983	S	12	0	12	0.00000
Limnoglobus roseus	2598579	S	95	2	97	0.00000
Urbifossiella limnaea	2528023	S	57	3	60	0.00000
Telmatocola sphagniphila	1123043	S	12	0	12	0.00000
Tautonia plasticadhaerens	2527974	S	56	3	59	0.00000
Singulisphaera sp. Ch08	3120278	S	13	0	13	0.00000
Isosphaera pallida	128	S	10	0	10	0.00000
Mucisphaera calidilacus	2527982	S	22	0	22	0.00000
Chlamydia pecorum	85991	S	29	0	29	0.00000
Simkania negevensis	83561	S	18	0	18	0.00000
Kiritimatiella glycovorans	1307763	S	24	3	27	0.00000
Pseudodesulfovibrio piezophilus	879567	S	131	4	135	0.00001
Pseudodesulfovibrio sediminis	2810563	S	43	1	44	0.00000
Pseudodesulfovibrio aespoeensis	182210	S	30	15	45	0.00000
Pseudodesulfovibrio mercurii	641491	S	18	3	21	0.00000
Pseudodesulfovibrio sp. zrk46	2725288	S	17	1	18	0.00000
Pseudodesulfovibrio nedwellii	2973072	S	16	0	16	0.00000
Pseudodesulfovibrio profundus	57320	S	14	10	24	0.00000
Pseudodesulfovibrio indicus	1716143	S	14	2	16	0.00000
uncultured Pseudodesulfovibrio sp.	2035858	S	11	0	11	0.00000
Desulfovibrio piger	901	S	64	9	73	0.00000
Desulfovibrio desulfuricans	876	S	59	8	67	0.00000
Desulfovibrio fairfieldensis	44742	S	41	3	44	0.00000
Desulfovibrio ferrophilus	241368	S	33	1	34	0.00000
Desulfovibrio mangrovi	2976983	S	19	3	22	0.00000
Candidatus Desulfovibrio trichonymphae	1725232	S	10	0	10	0.00000
Salidesulfovibrio onnuriiensis	2583823	S	145	15	160	0.00001
Maridesulfovibrio sp.	2795000	S	33	1	34	0.00000
uncultured Mailhella sp.	1981031	S	36	3	39	0.00000
Desulfolutivibrio sulfodismutans	63561	S	10	24	34	0.00000
Solidesulfovibrio carbinoliphilus	345370	S	16	1	17	0.00000
Nitratidesulfovibrio vulgaris	881	S	13	3	16	0.00000
Oceanidesulfovibrio marinus	370038	S	13	0	13	0.00000
Desulfohalobium retbaense	45663	S	144	6	150	0.00001
Desulfomicrobium baculatum	899	S	35	4	39	0.00000
Desulfomicrobium sp. ZS1	2952228	S	31	4	35	0.00000
Desulfomicrobium orale	132132	S	23	7	30	0.00000
Geobacter sp. FeAm09	2597769	S	55	18	73	0.00000
Geobacter sp. SVR	2495594	S	33	22	55	0.00000
Geobacter sp. DSM 9736	1277350	S	32	5	37	0.00000
Geobacter pickeringii	345632	S	36	91	127	0.00001
Geobacter benzoatilyticus	2815309	S	15	54	69	0.00000
Geomonas sp. RF6	2897342	S	37	5	42	0.00000
Citrifermentans bremense	60035	S	28	7	35	0.00000
Citrifermentans bemidjiense	225194	S	20	5	25	0.00000
Geotalea uraniireducens	351604	S	32	5	37	0.00000
Trichlorobacter lovleyi	313985	S	20	1	21	0.00000
Desulfuromonas sp. DDH964	1823759	S	48	13	61	0.00000
Desulfuromonas thiophila	57664	S	31	8	39	0.00000
Desulfuromonas versatilis	2802975	S	21	4	25	0.00000
Desulfuromonas soudanensis	1603606	S	13	2	15	0.00000
Pelobacter propionicus	29543	S	16	2	18	0.00000
Syntrophotalea carbinolica	19	S	18	3	21	0.00000
Syntrophotalea acetylenica	29542	S	11	4	15	0.00000
Desulfosarcina ovata	83564	S	131	11	142	0.00001
Desulfosarcina alkanivorans	571177	S	30	9	39	0.00000
Desulfosarcina widdelii	947919	S	20	1	21	0.00000
uncultured Desulfobacter sp.	240139	S	79	2	81	0.00000
Desulfococcus multivorans	897	S	31	4	35	0.00000
Desulfonema magnum	45655	S	24	0	24	0.00000
Desulfatibacillum aliphaticivorans	218208	S	50	1	51	0.00000
Desulfoluna limicola	2810562	S	14	0	14	0.00000
Desulfobulbus oligotrophicus	1909699	S	17	13	30	0.00000
Desulfobulbus propionicus	894	S	14	1	15	0.00000
Desulfurivibrio alkaliphilus	427923	S	10	0	10	0.00000
Desulfofustis limnaeus	2740163	S	15	0	15	0.00000
Desulfosediminicola flagellatus	2569541	S	11	0	11	0.00000
Desulfarculus baarsii	453230	S	40	32	72	0.00000
Desulfoferula mesophila	3058419	S	10	0	10	0.00000
Thermodesulfatator indicus	171695	S	29	0	29	0.00000
Syntrophobacter fumaroxidans	119484	S	20	8	28	0.00000
Syntrophus buswellii	43774	S	11	1	12	0.00000
Treponema primitia	88058	S	95	9	104	0.00000
Treponema brennaborense	81028	S	78	2	80	0.00000
Treponema medium	58231	S	56	54	110	0.00000
Treponema sp. OMZ 788	2563664	S	18	37	55	0.00000
Treponema vincentii	69710	S	54	67	121	0.00001
Treponema pedis	409322	S	42	3	45	0.00000
Treponema peruense	2787628	S	38	1	39	0.00000
Treponema ruminis	744515	S	19	0	19	0.00000
Treponema parvum	138851	S	14	0	14	0.00000
Treponema succinifaciens	167	S	10	0	10	0.00000
Brucepastera parasyntrophica	2880008	S	96	5	101	0.00000
Breznakiella homolactica	2798577	S	153	8	161	0.00001
Leadbettera azotonutricia	150829	S	87	5	92	0.00000
Sphaerochaeta globosa	1131703	S	20	7	27	0.00000
Parasphaerochaeta coccoides	273376	S	19	0	19	0.00000
Marispirochaeta aestuarii	1963862	S	18	0	18	0.00000
Entomospira culicis	2719989	S	16	0	16	0.00000
Salinispira pacifica	1307761	S	13	0	13	0.00000
Leptospira kobayashii	1917830	S	79	2	81	0.00000
Myxococcus sp. SDU36	2831967	S	22	30	52	0.00000
Myxococcus sp. MxC21-1	3041439	S	11	66	77	0.00000
Myxococcus stipitatus	83455	S	20	15	35	0.00000
Myxococcus hansupus	1297742	S	11	3	14	0.00000
Corallococcus exercitus	2316736	S	49	10	59	0.00000
Corallococcus macrosporus	35	S	33	3	36	0.00000
Corallococcus coralloides	184914	S	23	16	39	0.00000
Pyxidicoccus parkwaysis	2813578	S	43	3	46	0.00000
Archangium violaceum	83451	S	40	26	66	0.00000
Stigmatella aurantiaca	41	S	29	2	31	0.00000
Cystobacter fuscus	43	S	15	1	16	0.00000
Anaeromyxobacter dehalogenans	161493	S	78	24	102	0.00000
Anaeromyxobacter paludicola	2918171	S	18	2	20	0.00000
Sorangium cellulosum	56	S	31	2	33	0.00000
Polyangium aurulentum	2567896	S	16	0	16	0.00000
Sandaracinus amylolyticus	927083	S	49	1	50	0.00000
Labilithrix luteola	1391654	S	30	0	30	0.00000
Haliangium ochraceum	80816	S	36	1	37	0.00000
Edaphobacter sp. 12200R-103	2703788	S	100	3	103	0.00000
Edaphobacter sp. 4G125	2763071	S	49	1	50	0.00000
Edaphobacter paludis	3035702	S	16	0	16	0.00000
Terriglobus roseus	392734	S	83	2	85	0.00000
Acidobacterium capsulatum	33075	S	30	1	31	0.00000
Acidisarcina polymorpha	2211140	S	13	0	13	0.00000
Paludibaculum fermentans	1473598	S	46	0	46	0.00000
Geothrix sp. PMB-07	3068640	S	31	14	45	0.00000
Geothrix oryzae	2927975	S	42	5	47	0.00000
Mesoterricola silvestris	2927979	S	51	32	83	0.00000
Mesoterricola sediminis	2927980	S	37	6	43	0.00000
Thermotomaculum hydrothermale	981385	S	13	0	13	0.00000
Luteitalea pratensis	1855912	S	12	0	12	0.00000
Leptospirillum ferrooxidans	180	S	38	94	132	0.00001
Nitrospira moscoviensis	42253	S	101	1	102	0.00000
Thermodesulfovibrio autotrophicus	3118333	S	31	0	31	0.00000
Bdellovibrio bacteriovorus	959	S	153	1	154	0.00001
Micavibrio aeruginosavorus	349221	S	30	0	30	0.00000
Dictyoglomus thermophilum	14	S	32	0	32	0.00000
Calditerrivibrio nitroreducens	477976	S	15	0	15	0.00000
Thermocrinis minervae	381751	S	23	1	24	0.00000
Sphaerobacter thermophilus	2057	S	22	0	22	0.00000
Desulfurispirillum indicum	936456	S	18	0	18	0.00000
Atribacter laminatus	2847778	S	12	0	12	0.00000
Nitrospina watsonii	1323948	S	11	0	11	0.00000
Enterocloster bolteae	208479	S	1315647	267831	1583478	0.07058
Enterocloster clostridioformis	1531	S	29242	11778	41020	0.00183
Enterocloster asparagiformis	333367	S	20082	1243	21325	0.00095
Blautia coccoides	1532	S	75530	549423	624953	0.02785
Blautia producta	33035	S	28064	259305	287369	0.01281
Blautia pseudococcoides	1796616	S	9059	1706	10765	0.00048
Blautia parvula	2877527	S	6362	3082	9444	0.00042
Blautia wexlerae	418240	S	5837	8829	14666	0.00065
Blautia obeum	40520	S	2726	2032	4758	0.00021
Blautia luti	89014	S	1518	1361	2879	0.00013
Blautia hydrogenotrophica	53443	S	892	71	963	0.00004
Blautia sp. SC05B48	2479767	S	649	2394	3043	0.00014
Blautia argi	1912897	S	535	245	780	0.00003
Blautia hansenii	1322	S	321	160	481	0.00002
Blautia liquoris	2779518	S	169	12	181	0.00001
Hungatella hathewayi	154046	S	226042	51090	277132	0.01235
Eisenbergiella porci	2652274	S	51367	12237	63604	0.00283
[Clostridium] hylemonae	89153	S	19143	2922	22065	0.00098
[Clostridium] symbiosum	1512	S	12121	2337	14458	0.00064
[Clostridium] scindens	29347	S	12112	2293	14405	0.00064
Lachnoclostridium phytofermentans	66219	S	31	0	31	0.00000
Mediterraneibacter gnavus	33038	S	14989	16768	31757	0.00142
[Ruminococcus] torques	33039	S	5353	2885	8238	0.00037
[Ruminococcus] lactaris	46228	S	515	132	647	0.00003
Mediterraneibacter glycyrrhizinilyticus	342942	S	473	177	650	0.00003
Roseburia intestinalis	166486	S	5406	5640	11046	0.00049
Roseburia hominis	301301	S	4387	2241	6628	0.00030
Roseburia sp. 499	1261634	S	684	231	915	0.00004
Roseburia sp. 831b	1261635	S	273	94	367	0.00002
Roseburia faecis	301302	S	1140	468	1608	0.00007
Roseburia rectibacter	2763062	S	106	28	134	0.00001
Wansuia hejianensis	2763667	S	10549	999	11548	0.00051
Agathobacter rectalis	39491	S	8492	10506	18998	0.00085
Anaerostipes caccae	105841	S	5030	350	5380	0.00024
Anaerostipes hadrus	649756	S	1008	285	1293	0.00006
Anaerostipes sp. PC18	3036926	S	989	114	1103	0.00005
Anaerostipes rhamnosivorans	1229621	S	297	35	332	0.00001
Anaerobutyricum hallii	39488	S	6008	2149	8157	0.00036
Lacrimispora sp. HJ-01	3375704	S	622	286	908	0.00004
Lacrimispora sp. BS-2	3151850	S	425	134	559	0.00002
Lacrimispora sp. JR3	3111456	S	416	47	463	0.00002
Lacrimispora saccharolytica	84030	S	1299	283	1582	0.00007
Lacrimispora xylanisolvens	384636	S	723	44	767	0.00003
Lacrimispora sphenoides	29370	S	394	134	528	0.00002
Lacrimispora xylanolytica	29375	S	224	14	238	0.00001
Sellimonas catena	2994035	S	2476	1248	3724	0.00017
Sellimonas intestinalis	1653434	S	1321	201	1522	0.00007
Sellimonas caecigallum	2592333	S	717	92	809	0.00004
Coprococcus sp. ART55/1	751585	S	1300	379	1679	0.00007
Coprococcus comes	410072	S	773	7656	8429	0.00038
Coprococcus catus	116085	S	679	315	994	0.00004
Coprococcus eutactus	33043	S	268	79	347	0.00002
Dorea longicatena	88431	S	1543	899	2442	0.00011
Dorea formicigenerans	39486	S	1298	833	2131	0.00009
Kineothrix sp. IPX-CK	3123317	S	1308	216	1524	0.00007
Kineothrix sp. MB12-C1	3070215	S	898	150	1048	0.00005
Simiaoa sunii	2763672	S	1407	514	1921	0.00009
Claveliimonas bilis	3028070	S	1395	270	1665	0.00007
Anaerocolumna sp. AGMB13020	3081750	S	289	12	301	0.00001
Anaerocolumna sp. MB42-C2	3070997	S	99	14	113	0.00001
Anaerocolumna sp. AGMB13025	3039116	S	85	4	89	0.00000
Anaerocolumna sedimenticola	2696063	S	399	69	468	0.00002
Anaerocolumna chitinilytica	1727145	S	168	6	174	0.00001
Anaerocolumna cellulosilytica	433286	S	131	5	136	0.00001
Lachnospira eligens	39485	S	911	226	1137	0.00005
Butyrivibrio fibrisolvens	831	S	428	25	453	0.00002
Butyrivibrio hungatei	185008	S	183	17	200	0.00001
Butyrivibrio proteoclasticus	43305	S	117	13	130	0.00001
Eshraghiella crossota	45851	S	760	225	985	0.00004
Marvinbryantia formatexigens	168384	S	680	49	729	0.00003
Qiania dongpingensis	2763669	S	623	95	718	0.00003
Novisyntrophococcus fermenticellae	2068655	S	415	48	463	0.00002
Stomatobaculum sp. F0698	3059030	S	372	15	387	0.00002
Chordicoccus furentiruminis	2709410	S	348	13	361	0.00002
Faecalimonas umbilicata	1912855	S	221	113	334	0.00001
Pseudobutyrivibrio xylanivorans	185007	S	218	5	223	0.00001
Anaeropeptidivorans aminofermentans	2934315	S	171	3	174	0.00001
Lachnoanaerobaculum umeaense	617123	S	102	6	108	0.00000
Lachnoanaerobaculum gingivalis	2490855	S	17	1	18	0.00000
Herbinix luporum	1679721	S	114	19	133	0.00001
Anaeromicropila herbilytica	2785025	S	112	2	114	0.00001
Sporofaciens musculi	2681861	S	87	0	87	0.00000
Wujia chipingensis	2763670	S	81	50	131	0.00001
Chakrabartyella piscis	2918914	S	25	0	25	0.00000
Candidatus Epulonipiscium viviparus	420336	S	16	0	16	0.00000
Vallitalea guaymasensis	1185412	S	33	7	40	0.00000
Petrocella atlantisensis	2173034	S	29	0	29	0.00000
Anaerotignum sp. MB30-C6	3070814	S	27	9	36	0.00000
Anaerotignum propionicum	28446	S	24	6	30	0.00000
Defluviitalea saccharophila	879970	S	31	5	36	0.00000
Flavonifractor plautii	292800	S	308038	54097	362135	0.01614
Faecalibacterium prausnitzii	853	S	35439	26311	61750	0.00275
Faecalibacterium sp. I2-3-92	2929490	S	3866	7095	10961	0.00049
Faecalibacterium sp. i21-0019-B1	3141184	S	3051	8099	11150	0.00050
Faecalibacterium sp. I4-1-79	2929494	S	2971	2448	5419	0.00024
Faecalibacterium sp. I3-3-33	2929492	S	2386	1354	3740	0.00017
Faecalibacterium sp. I3-3-89	2929493	S	2371	1108	3479	0.00016
Faecalibacterium sp. I4-3-84	2929495	S	2129	3667	5796	0.00026
Faecalibacterium sp. IP-1-18	2929488	S	1403	7627	9030	0.00040
Faecalibacterium sp. i25-0019-C1	3141185	S	876	3659	4535	0.00020
Faecalibacterium sp. IP-3-29	2929489	S	566	997	1563	0.00007
Faecalibacterium duncaniae	411483	S	3602	9243	12845	0.00057
Faecalibacterium taiwanense	3030638	S	3094	9994	13088	0.00058
Faecalibacterium wellingii	2929491	S	310	281	591	0.00003
Lawsonibacter asaccharolyticus	2108523	S	67355	8050	75405	0.00336
Vescimonas coprocola	2714355	S	27620	16107	43727	0.00195
Vescimonas fastidiosa	2714353	S	18502	10283	28785	0.00128
Ruthenibacterium lactatiformans	1550024	S	41848	6356	48204	0.00215
Ruthenibacterium sp. TH_2024_36131	3136601	S	6885	2661	9546	0.00043
Oscillibacter sp. PEA192	2109687	S	10558	50661	61219	0.00273
Oscillibacter hominis	2763056	S	7831	1438	9269	0.00041
uncultured Subdoligranulum sp.	512298	S	5719	4050	9769	0.00044
Subdoligranulum variabile	214851	S	5498	3791	9289	0.00041
Anaerotruncus colihominis	169435	S	16401	3815	20216	0.00090
Dysosmobacter welbionis	2093857	S	9390	41906	51296	0.00229
Pseudoflavonifractor gallinarum	2779352	S	7476	1569	9045	0.00040
Pusillibacter faecalis	2714358	S	4223	1067	5290	0.00024
Ruminococcus sp. SR1/5	657323	S	385	4408	4793	0.00021
Ruminococcus bicirculans (ex Wegman et al. 2014)	1160721	S	949	238	1187	0.00005
Ruminococcus gauvreauii	438033	S	924	250	1174	0.00005
Ruminococcus champanellensis	1161942	S	673	113	786	0.00004
Ruminococcus bovis	2564099	S	151	10	161	0.00001
Ruminococcus albus	1264	S	103	2	105	0.00000
Solibaculum mannosilyticum	2780922	S	2591	667	3258	0.00015
Caproicibacterium argilliputei	3030016	S	606	106	712	0.00003
Caproicibacterium lactatifermentans	2666138	S	453	94	547	0.00002
Caproicibacterium sp. BJN0003	2994078	S	178	31	209	0.00001
Caproicibacterium amylolyticum	2766537	S	168	46	214	0.00001
Paludicola sp. MB14-C6	3070656	S	414	8	422	0.00002
Ethanoligenens harbinense	253239	S	399	29	428	0.00002
Thermocaproicibacter melissae	2966552	S	239	13	252	0.00001
Petroclostridium sp. X23	3045146	S	199	7	206	0.00001
Amygdalobacter nucleatus	3029274	S	66	65	131	0.00001
Amygdalobacter indicium	3029272	S	42	35	77	0.00000
Fastidiosipila sanguinis	236753	S	137	39	176	0.00001
Acetivibrio clariflavus	288965	S	85	17	102	0.00000
Acetivibrio thermocellus	1515	S	40	4	44	0.00000
Ruminiclostridium papyrosolvens	29362	S	45	11	56	0.00000
Ruminiclostridium herbifermentans	2488810	S	17	2	19	0.00000
Ruminiclostridium cellulolyticum	1521	S	14	2	16	0.00000
Mageeibacillus indolicus	884684	S	65	11	76	0.00000
Intestinimonas butyriciproducens	1297617	S	15922	2659	18581	0.00083
Flintibacter sp. KGMB00164	2610895	S	5134	974	6108	0.00027
Massilistercora timonensis	2086584	S	1448	809	2257	0.00010
Thermaerobacter marianensis	73919	S	34	24	58	0.00000
Thermaerobacter sp. PB12/4term	2293838	S	27	17	44	0.00000
Sinanaerobacter sp. ZZT-01	3111540	S	36	2	38	0.00000
Carboxydocella thermautotrophica	178899	S	32	1	33	0.00000
Clostridium sp. M62/1	411486	S	7118	5101	12219	0.00054
Clostridium sp. C45	3373596	S	506	105	611	0.00003
Clostridium sp. SY8519	1042156	S	363	33	396	0.00002
Clostridium sp. LQ25	2992805	S	192	833	1025	0.00005
Clostridium sp. DL-VIII	641107	S	65	6	71	0.00000
Clostridium sp. OS1-26	3070681	S	33	4	37	0.00000
Clostridium sp. BJN0001	2930219	S	25	4	29	0.00000
Clostridium sp. BJN0013	3236840	S	14	1	15	0.00000
Clostridium sp. MD294	97138	S	12	0	12	0.00000
Clostridium sp. MB40-C1	3070996	S	12	1	13	0.00000
Clostridium culturomicium	1499683	S	454	36	490	0.00002
Clostridium cadaveris	1529	S	258	36	294	0.00001
Clostridium baratii	1561	S	223	28	251	0.00001
Clostridium perfringens	1502	S	201	198	399	0.00002
Clostridium thermosuccinogenes	84032	S	164	22	186	0.00001
Clostridium butyricum	1492	S	137	140	277	0.00001
Clostridium isatidis	182773	S	84	15	99	0.00000
Clostridium chauvoei	46867	S	76	202	278	0.00001
Clostridium carboxidivorans	217159	S	74	21	95	0.00000
Clostridium septicum	1504	S	73	10	83	0.00000
Clostridium intestinale	36845	S	60	4	64	0.00000
Clostridium taeniosporum	394958	S	52	5	57	0.00000
Clostridium bornimense	1216932	S	51	10	61	0.00000
Clostridium botulinum	1491	S	48	16	64	0.00000
Clostridium saccharoperbutylacetonicum	36745	S	45	3	48	0.00000
Clostridium manihotivorum	2320868	S	40	2	42	0.00000
Clostridium gasigenes	94869	S	40	3	43	0.00000
Clostridium argentinense	29341	S	32	2	34	0.00000
Clostridium saccharobutylicum	169679	S	25	2	27	0.00000
Clostridium thermarum	1716543	S	21	3	24	0.00000
Clostridium formicaceticum	1497	S	15	0	15	0.00000
Clostridium tagluense	360422	S	13	1	14	0.00000
Clostridium sporogenes	1509	S	13	31	44	0.00000
Clostridium gelidum	704125	S	12	0	12	0.00000
Clostridium beijerinckii	1520	S	11	5	16	0.00000
Clostridium pasteurianum	1501	S	11	0	11	0.00000
Clostridium novyi	1542	S	10	1	11	0.00000
Clostridium cellulovorans	1493	S	10	0	10	0.00000
Clostridium kluyveri	1534	S	10	0	10	0.00000
Lactonifactor longoviformis	341220	S	1784	332	2116	0.00009
Caloramator sp. Dgby_cultured_2	3029174	S	71	11	82	0.00000
Caloramator sp. E03	2576307	S	19	1	20	0.00000
Haloimpatiens sp. FM7330	3298610	S	25	6	31	0.00000
Haloimpatiens lingqiaonensis	1380675	S	17	13	30	0.00000
Oceanirhabdus sp. W0125-5	2999116	S	26	3	29	0.00000
Crassaminicella thermophila	2599308	S	12	1	13	0.00000
Hathewaya histolytica	1498	S	13	4	17	0.00000
Eubacterium callanderi	53442	S	1246	345	1591	0.00007
Eubacterium limosum	1736	S	1141	173	1314	0.00006
Eubacterium maltosivorans	2041044	S	685	79	764	0.00003
Eubacterium ventriosum	39496	S	637	240	877	0.00004
Eubacterium ramulus	39490	S	529	348	877	0.00004
Eubacterium sp. MSJ-33	2841528	S	123	55	178	0.00001
Acetobacterium woodii	33952	S	152	2	154	0.00001
Acetobacterium wieringae	52694	S	78	4	82	0.00000
Acetobacterium sp. KB-1	2184575	S	25	0	25	0.00000
uncultured Acetobacterium sp.	217139	S	17	0	17	0.00000
Alkalibacter rhizosphaerae	2815577	S	12	0	12	0.00000
Agathobaculum massiliense	3014267	S	1927	3221	5148	0.00023
Agathobaculum sp. NTUH-O15-33	3079302	S	824	16	840	0.00004
Intestinibacillus sp. NTUH-41-i26	3079303	S	99	134	233	0.00001
Caproiciproducens sp. CPB-2	3030017	S	487	95	582	0.00003
Caproiciproducens sp. NJN-50	2507162	S	15	122	137	0.00001
uncultured Caproiciproducens sp.	1738647	S	279	53	332	0.00001
Acutalibacter muris	1796620	S	894	57	951	0.00004
Caproicibacter fermentans	2576756	S	654	60	714	0.00003
Caproicibacter sp. BJN0012	3110227	S	70	437	507	0.00002
Maliibacterium massiliense	2086585	S	976	106	1082	0.00005
Aristaeella hokkaidonensis	3046382	S	563	68	631	0.00003
Aristaeella lactis	3046383	S	130	15	145	0.00001
Desulfitobacterium hafniense	49338	S	208	7	215	0.00001
Desulfitobacterium dichloroeliminans	233055	S	66	10	76	0.00000
Desulfitobacterium dehalogenans	36854	S	12	0	12	0.00000
Dehalobacter sp. DCM	2907827	S	64	12	76	0.00000
Desulfosporosinus youngiae	339862	S	31	1	32	0.00000
Desulfosporosinus orientis	1563	S	18	0	18	0.00000
Desulfosporosinus sp. SB140	3115649	S	15	0	15	0.00000
Syntrophobotulus glycolicus	51197	S	17	0	17	0.00000
Desulforamulus ruminis	1564	S	68	2	70	0.00000
Desulforamulus ferrireducens	1833852	S	22	6	28	0.00000
Thermanaerosceptrum fracticalcis	1712410	S	81	4	85	0.00000
Dehalobacterium formicoaceticum	51515	S	68	9	77	0.00000
Desulfofundulus kuznetsovii	58135	S	50	1	51	0.00000
Acididesulfobacillus acetoxydans	1561005	S	43	0	43	0.00000
Candidatus Formimonas warabiya	1761012	S	29	0	29	0.00000
Candidatus Desulforudis audaxviator	471827	S	10	0	10	0.00000
Symbiobacterium thermophilum	2734	S	66	1	67	0.00000
Caldinitratiruptor microaerophilus	671077	S	50	1	51	0.00000
Heliorestis convoluta	356322	S	27	0	27	0.00000
Desulfoscipio gibsoniae	102134	S	28	0	28	0.00000
Alkalicella caledoniensis	2731377	S	24	0	24	0.00000
Syntrophothermus lipocalidus	86170	S	10	1	11	0.00000
Thermincola potens	863643	S	13	0	13	0.00000
Clostridioides difficile	1496	S	19261	3388	22649	0.00101
Clostridioides sp. ES-S-0054-01	2770780	S	180	9	189	0.00001
Peptacetobacter hiranonis	89152	S	37	3	40	0.00000
Paraclostridium sordellii	1505	S	12	3	15	0.00000
Intestinibacter bartlettii	261299	S	22	2	24	0.00000
Romboutsia sp. 13368	2708053	S	11	3	14	0.00000
Emergencia timonensis	1776384	S	452	49	501	0.00002
Emergencia sp. JLR.KK010	3114296	S	104	8	112	0.00000
Mogibacterium neglectum	114528	S	161	35	196	0.00001
Aminipila luticellarii	2507160	S	74	9	83	0.00000
Aminipila terrae	2697030	S	55	6	61	0.00000
Alkaliphilus metalliredigens	208226	S	28	1	29	0.00000
Alkaliphilus oremlandii	461876	S	28	1	29	0.00000
Serpentinicella alkaliphila	1734049	S	20	1	21	0.00000
Caminicella sporogenes	166485	S	63	5	68	0.00000
Acetoanaerobium sticklandii	1511	S	53	1	54	0.00000
Geosporobacter ferrireducens	1424294	S	22	1	23	0.00000
Peptoclostridium acidaminophilum	1731	S	13	0	13	0.00000
Christensenella massiliensis	1805714	S	3630	562	4192	0.00019
Christensenella minuta	626937	S	403	39	442	0.00002
Christensenella sp. MSJ-20	2841518	S	170	9	179	0.00001
Gelria sp. Kuro-4	2796927	S	163	2	165	0.00001
Thermoanaerobacter italicus	108150	S	22	30	52	0.00000
Thermacetogenium phaeum	85874	S	31	4	35	0.00000
Carboxydothermus hydrogenoformans	129958	S	21	0	21	0.00000
Ammonifex degensii	42838	S	17	0	17	0.00000
Monoglobus pectinilyticus	1981510	S	367	76	443	0.00002
Moorella humiferrea	676965	S	147	29	176	0.00001
Moorella glycerini	55779	S	34	5	39	0.00000
Moorella thermoacetica	1525	S	20	2	22	0.00000
Moorella sp. Hama-1	2138101	S	17	1	18	0.00000
Metallumcola ferriviriculae	3039180	S	25	0	25	0.00000
Zhaonella formicivorans	2528593	S	18	0	18	0.00000
Iocasia fonsfrigidae	2682810	S	15	0	15	0.00000
Biomaibacter acetigenes	2316383	S	12	0	12	0.00000
Koleobacter methoxysyntrophicus	2751313	S	12	0	12	0.00000
Streptococcus salivarius	1304	S	347478	530745	878223	0.03914
Streptococcus sp. FDAARGOS_192	1839799	S	14349	40954	55303	0.00246
Streptococcus sp. FSL R7-0248	2975324	S	12920	42577	55497	0.00247
Streptococcus sp. LPB0220	2610896	S	8051	8313	16364	0.00073
Streptococcus sp. FSL W7-1342	2954545	S	3451	33803	37254	0.00166
Streptococcus sp. FSL K6-1323	2954513	S	3303	22199	25502	0.00114
Streptococcus sp. HSISS3	1316412	S	2332	3215	5547	0.00025
Streptococcus sp. HSISS2	1316411	S	2114	2913	5027	0.00022
Streptococcus sp. CP1998	3238303	S	2030	3878	5908	0.00026
Streptococcus sp. A12	1759399	S	645	352	997	0.00004
Streptococcus sp. ZY1909104	3233335	S	377	277	654	0.00003
Streptococcus sp. oral taxon 431	712633	S	214	106	320	0.00001
Streptococcus sp. DTU_2020_1001019_1_SI_AUS_MUR_006	3077584	S	86	35	121	0.00001
Streptococcus sp. Marseille-Q6470	2972784	S	67	23	90	0.00000
Streptococcus sp. oral taxon 061	712623	S	58	23	81	0.00000
Streptococcus sp. Marseille-Q3533	2759692	S	39	9	48	0.00000
Streptococcus sp. NPS 308	1902136	S	27	20	47	0.00000
Streptococcus sp. ZY19097	3231906	S	26	4	30	0.00000
